# Assembly name:  hs38d1
# Description:    Decoy version 1 for GRCh38
# Organism name:  Homo sapiens (human)
# Isolate:  Pool of 254 public SGDP samples
# Sex:  pooled male and female
# Taxid:          9606
# BioSample:      SAMN03200031
# BioProject:     PRJNA267742
# Submitter:      Harvard Medical School
# Date:           2014-12-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: partial
# Assembly method: fermi2 v. r167
# Expected final version: No
# Genome coverage: 30.0x
# Sequencing technology: Illumina HiSeq short-insert PCR-free
# Excluded from RefSeq: partial
# GenBank assembly accession: GCA_000786075.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000786095.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
decoy00122	unplaced-scaffold	na	na	KN707688.1	<>	na	Primary Assembly	4248	na
decoy00074	unplaced-scaffold	na	na	KN707689.1	<>	na	Primary Assembly	5823	na
decoy00168	unplaced-scaffold	na	na	KN707690.1	<>	na	Primary Assembly	3715	na
decoy20026	unplaced-scaffold	na	na	KN707691.1	<>	na	Primary Assembly	4885	na
decoy00098	unplaced-scaffold	na	na	KN707692.1	<>	na	Primary Assembly	4813	na
decoy20083	unplaced-scaffold	na	na	KN707693.1	<>	na	Primary Assembly	2899	na
decoy00908	unplaced-scaffold	na	na	KN707694.1	<>	na	Primary Assembly	1228	na
decoy00226	unplaced-scaffold	na	na	KN707695.1	<>	na	Primary Assembly	3119	na
decoy00161	unplaced-scaffold	na	na	KN707696.1	<>	na	Primary Assembly	3828	na
decoy00958	unplaced-scaffold	na	na	KN707697.1	<>	na	Primary Assembly	1186	na
decoy00509	unplaced-scaffold	na	na	KN707698.1	<>	na	Primary Assembly	1908	na
decoy20091	unplaced-scaffold	na	na	KN707699.1	<>	na	Primary Assembly	2795	na
decoy00169	unplaced-scaffold	na	na	KN707700.1	<>	na	Primary Assembly	3703	na
decoy00059	unplaced-scaffold	na	na	KN707701.1	<>	na	Primary Assembly	6722	na
decoy00062	unplaced-scaffold	na	na	KN707702.1	<>	na	Primary Assembly	6466	na
decoy20138	unplaced-scaffold	na	na	KN707703.1	<>	na	Primary Assembly	2235	na
decoy00263	unplaced-scaffold	na	na	KN707704.1	<>	na	Primary Assembly	2871	na
decoy00107	unplaced-scaffold	na	na	KN707705.1	<>	na	Primary Assembly	4632	na
decoy20037	unplaced-scaffold	na	na	KN707706.1	<>	na	Primary Assembly	4225	na
decoy00119	unplaced-scaffold	na	na	KN707707.1	<>	na	Primary Assembly	4339	na
decoy20125	unplaced-scaffold	na	na	KN707708.1	<>	na	Primary Assembly	2305	na
decoy30129	unplaced-scaffold	na	na	KN707709.1	<>	na	Primary Assembly	3273	na
decoy20015	unplaced-scaffold	na	na	KN707710.1	<>	na	Primary Assembly	5701	na
decoy20040	unplaced-scaffold	na	na	KN707711.1	<>	na	Primary Assembly	4154	na
decoy00886	unplaced-scaffold	na	na	KN707712.1	<>	na	Primary Assembly	1243	na
decoy00832	unplaced-scaffold	na	na	KN707713.1	<>	na	Primary Assembly	1308	na
decoy20081	unplaced-scaffold	na	na	KN707714.1	<>	na	Primary Assembly	2922	na
decoy20073	unplaced-scaffold	na	na	KN707715.1	<>	na	Primary Assembly	3044	na
decoy20084	unplaced-scaffold	na	na	KN707716.1	<>	na	Primary Assembly	2888	na
decoy20215	unplaced-scaffold	na	na	KN707717.1	<>	na	Primary Assembly	1742	na
decoy20025	unplaced-scaffold	na	na	KN707718.1	<>	na	Primary Assembly	4969	na
decoy00204	unplaced-scaffold	na	na	KN707719.1	<>	na	Primary Assembly	3270	na
decoy00065	unplaced-scaffold	na	na	KN707720.1	<>	na	Primary Assembly	6028	na
decoy20497	unplaced-scaffold	na	na	KN707721.1	<>	na	Primary Assembly	1105	na
decoy20085	unplaced-scaffold	na	na	KN707722.1	<>	na	Primary Assembly	2884	na
decoy01019	unplaced-scaffold	na	na	KN707723.1	<>	na	Primary Assembly	1124	na
decoy20302	unplaced-scaffold	na	na	KN707724.1	<>	na	Primary Assembly	1454	na
decoy00335	unplaced-scaffold	na	na	KN707725.1	<>	na	Primary Assembly	2565	na
decoy00428	unplaced-scaffold	na	na	KN707726.1	<>	na	Primary Assembly	2149	na
decoy00314	unplaced-scaffold	na	na	KN707727.1	<>	na	Primary Assembly	2630	na
decoy00008	unplaced-scaffold	na	na	KN707728.1	<>	na	Primary Assembly	14625	na
decoy00048	unplaced-scaffold	na	na	KN707729.1	<>	na	Primary Assembly	7431	na
decoy20014	unplaced-scaffold	na	na	KN707730.1	<>	na	Primary Assembly	5776	na
decoy20028	unplaced-scaffold	na	na	KN707731.1	<>	na	Primary Assembly	4820	na
decoy00911	unplaced-scaffold	na	na	KN707732.1	<>	na	Primary Assembly	1227	na
decoy00045	unplaced-scaffold	na	na	KN707733.1	<>	na	Primary Assembly	7503	na
decoy00024	unplaced-scaffold	na	na	KN707734.1	<>	na	Primary Assembly	9652	na
decoy01062	unplaced-scaffold	na	na	KN707735.1	<>	na	Primary Assembly	1091	na
decoy00352	unplaced-scaffold	na	na	KN707736.1	<>	na	Primary Assembly	2467	na
decoy00867	unplaced-scaffold	na	na	KN707737.1	<>	na	Primary Assembly	1270	na
decoy20035	unplaced-scaffold	na	na	KN707738.1	<>	na	Primary Assembly	4365	na
decoy20036	unplaced-scaffold	na	na	KN707739.1	<>	na	Primary Assembly	4284	na
decoy00018	unplaced-scaffold	na	na	KN707740.1	<>	na	Primary Assembly	10282	na
decoy00078	unplaced-scaffold	na	na	KN707741.1	<>	na	Primary Assembly	5601	na
decoy20029	unplaced-scaffold	na	na	KN707742.1	<>	na	Primary Assembly	4758	na
decoy20248	unplaced-scaffold	na	na	KN707743.1	<>	na	Primary Assembly	1624	na
decoy00139	unplaced-scaffold	na	na	KN707744.1	<>	na	Primary Assembly	4024	na
decoy00863	unplaced-scaffold	na	na	KN707745.1	<>	na	Primary Assembly	1276	na
decoy20022	unplaced-scaffold	na	na	KN707746.1	<>	na	Primary Assembly	5083	na
decoy30297	unplaced-scaffold	na	na	KN707747.1	<>	na	Primary Assembly	2075	na
decoy20049	unplaced-scaffold	na	na	KN707748.1	<>	na	Primary Assembly	3553	na
decoy00054	unplaced-scaffold	na	na	KN707749.1	<>	na	Primary Assembly	7010	na
decoy20030	unplaced-scaffold	na	na	KN707750.1	<>	na	Primary Assembly	4718	na
decoy00182	unplaced-scaffold	na	na	KN707751.1	<>	na	Primary Assembly	3546	na
decoy00261	unplaced-scaffold	na	na	KN707752.1	<>	na	Primary Assembly	2873	na
decoy20154	unplaced-scaffold	na	na	KN707753.1	<>	na	Primary Assembly	2144	na
decoy20134	unplaced-scaffold	na	na	KN707754.1	<>	na	Primary Assembly	2243	na
decoy20020	unplaced-scaffold	na	na	KN707755.1	<>	na	Primary Assembly	5343	na
decoy00093	unplaced-scaffold	na	na	KN707756.1	<>	na	Primary Assembly	4877	na
decoy00236	unplaced-scaffold	na	na	KN707757.1	<>	na	Primary Assembly	3034	na
decoy00272	unplaced-scaffold	na	na	KN707758.1	<>	na	Primary Assembly	2826	na
decoy10200	unplaced-scaffold	na	na	KN707759.1	<>	na	Primary Assembly	1221	na
decoy20460	unplaced-scaffold	na	na	KN707760.1	<>	na	Primary Assembly	1169	na
decoy30238	unplaced-scaffold	na	na	KN707761.1	<>	na	Primary Assembly	2319	na
decoy00191	unplaced-scaffold	na	na	KN707762.1	<>	na	Primary Assembly	3450	na
decoy00303	unplaced-scaffold	na	na	KN707763.1	<>	na	Primary Assembly	2674	na
decoy00149	unplaced-scaffold	na	na	KN707764.1	<>	na	Primary Assembly	3912	na
decoy20012	unplaced-scaffold	na	na	KN707765.1	<>	na	Primary Assembly	6020	na
decoy00394	unplaced-scaffold	na	na	KN707766.1	<>	na	Primary Assembly	2303	na
decoy00336	unplaced-scaffold	na	na	KN707767.1	<>	na	Primary Assembly	2552	na
decoy20046	unplaced-scaffold	na	na	KN707768.1	<>	na	Primary Assembly	3656	na
decoy00653	unplaced-scaffold	na	na	KN707769.1	<>	na	Primary Assembly	1591	na
decoy00928	unplaced-scaffold	na	na	KN707770.1	<>	na	Primary Assembly	1209	na
decoy00219	unplaced-scaffold	na	na	KN707771.1	<>	na	Primary Assembly	3176	na
decoy00030	unplaced-scaffold	na	na	KN707772.1	<>	na	Primary Assembly	8915	na
decoy00092	unplaced-scaffold	na	na	KN707773.1	<>	na	Primary Assembly	4902	na
decoy00199	unplaced-scaffold	na	na	KN707774.1	<>	na	Primary Assembly	3324	na
decoy00066	unplaced-scaffold	na	na	KN707775.1	<>	na	Primary Assembly	5997	na
decoy00320	unplaced-scaffold	na	na	KN707776.1	<>	na	Primary Assembly	2618	na
decoy00017	unplaced-scaffold	na	na	KN707777.1	<>	na	Primary Assembly	10311	na
decoy20115	unplaced-scaffold	na	na	KN707778.1	<>	na	Primary Assembly	2440	na
decoy00011	unplaced-scaffold	na	na	KN707779.1	<>	na	Primary Assembly	12444	na
decoy00076	unplaced-scaffold	na	na	KN707780.1	<>	na	Primary Assembly	5691	na
decoy00294	unplaced-scaffold	na	na	KN707781.1	<>	na	Primary Assembly	2717	na
decoy20021	unplaced-scaffold	na	na	KN707782.1	<>	na	Primary Assembly	5277	na
decoy20034	unplaced-scaffold	na	na	KN707783.1	<>	na	Primary Assembly	4373	na
decoy20062	unplaced-scaffold	na	na	KN707784.1	<>	na	Primary Assembly	3224	na
decoy20099	unplaced-scaffold	na	na	KN707785.1	<>	na	Primary Assembly	2631	na
decoy20019	unplaced-scaffold	na	na	KN707786.1	<>	na	Primary Assembly	5385	na
decoy20045	unplaced-scaffold	na	na	KN707787.1	<>	na	Primary Assembly	3678	na
decoy00753	unplaced-scaffold	na	na	KN707788.1	<>	na	Primary Assembly	1412	na
decoy20308	unplaced-scaffold	na	na	KN707789.1	<>	na	Primary Assembly	1443	na
decoy20504	unplaced-scaffold	na	na	KN707790.1	<>	na	Primary Assembly	1098	na
decoy00210	unplaced-scaffold	na	na	KN707791.1	<>	na	Primary Assembly	3240	na
decoy20188	unplaced-scaffold	na	na	KN707792.1	<>	na	Primary Assembly	1915	na
decoy00104	unplaced-scaffold	na	na	KN707793.1	<>	na	Primary Assembly	4667	na
decoy20008	unplaced-scaffold	na	na	KN707794.1	<>	na	Primary Assembly	7219	na
decoy20057	unplaced-scaffold	na	na	KN707795.1	<>	na	Primary Assembly	3277	na
decoy00190	unplaced-scaffold	na	na	KN707796.1	<>	na	Primary Assembly	3473	na
decoy00123	unplaced-scaffold	na	na	KN707797.1	<>	na	Primary Assembly	4243	na
decoy00005	unplaced-scaffold	na	na	KN707798.1	<>	na	Primary Assembly	17599	na
decoy00089	unplaced-scaffold	na	na	KN707799.1	<>	na	Primary Assembly	5095	na
decoy20137	unplaced-scaffold	na	na	KN707800.1	<>	na	Primary Assembly	2237	na
decoy20082	unplaced-scaffold	na	na	KN707801.1	<>	na	Primary Assembly	2901	na
decoy00307	unplaced-scaffold	na	na	KN707802.1	<>	na	Primary Assembly	2666	na
decoy00082	unplaced-scaffold	na	na	KN707803.1	<>	na	Primary Assembly	5336	na
decoy00116	unplaced-scaffold	na	na	KN707804.1	<>	na	Primary Assembly	4383	na
decoy20017	unplaced-scaffold	na	na	KN707805.1	<>	na	Primary Assembly	5446	na
decoy20011	unplaced-scaffold	na	na	KN707806.1	<>	na	Primary Assembly	6252	na
decoy00108	unplaced-scaffold	na	na	KN707807.1	<>	na	Primary Assembly	4616	na
decoy00238	unplaced-scaffold	na	na	KN707808.1	<>	na	Primary Assembly	3021	na
decoy00175	unplaced-scaffold	na	na	KN707809.1	<>	na	Primary Assembly	3667	na
decoy20031	unplaced-scaffold	na	na	KN707810.1	<>	na	Primary Assembly	4563	na
decoy01023	unplaced-scaffold	na	na	KN707811.1	<>	na	Primary Assembly	1120	na
decoy00156	unplaced-scaffold	na	na	KN707812.1	<>	na	Primary Assembly	3845	na
decoy20130	unplaced-scaffold	na	na	KN707813.1	<>	na	Primary Assembly	2272	na
decoy00101	unplaced-scaffold	na	na	KN707814.1	<>	na	Primary Assembly	4764	na
decoy00020	unplaced-scaffold	na	na	KN707815.1	<>	na	Primary Assembly	5410	na
decoy20009	unplaced-scaffold	na	na	KN707816.1	<>	na	Primary Assembly	7150	na
decoy00572	unplaced-scaffold	na	na	KN707817.1	<>	na	Primary Assembly	1762	na
decoy20438	unplaced-scaffold	na	na	KN707818.1	<>	na	Primary Assembly	1207	na
decoy00811	unplaced-scaffold	na	na	KN707819.1	<>	na	Primary Assembly	1331	na
decoy00035	unplaced-scaffold	na	na	KN707820.1	<>	na	Primary Assembly	8307	na
decoy00401	unplaced-scaffold	na	na	KN707821.1	<>	na	Primary Assembly	2276	na
decoy00332	unplaced-scaffold	na	na	KN707822.1	<>	na	Primary Assembly	2575	na
decoy00140	unplaced-scaffold	na	na	KN707823.1	<>	na	Primary Assembly	3970	na
decoy20355	unplaced-scaffold	na	na	KN707824.1	<>	na	Primary Assembly	1352	na
decoy30152	unplaced-scaffold	na	na	KN707825.1	<>	na	Primary Assembly	3040	na
decoy30299	unplaced-scaffold	na	na	KN707826.1	<>	na	Primary Assembly	2070	na
decoy00256	unplaced-scaffold	na	na	KN707827.1	<>	na	Primary Assembly	2913	na
decoy00373	unplaced-scaffold	na	na	KN707828.1	<>	na	Primary Assembly	2389	na
decoy00543	unplaced-scaffold	na	na	KN707829.1	<>	na	Primary Assembly	1835	na
decoy00100	unplaced-scaffold	na	na	KN707830.1	<>	na	Primary Assembly	4807	na
decoy20142	unplaced-scaffold	na	na	KN707831.1	<>	na	Primary Assembly	2201	na
decoy20394	unplaced-scaffold	na	na	KN707832.1	<>	na	Primary Assembly	1265	na
decoy00484	unplaced-scaffold	na	na	KN707833.1	<>	na	Primary Assembly	1961	na
decoy01103	unplaced-scaffold	na	na	KN707834.1	<>	na	Primary Assembly	1064	na
decoy00497	unplaced-scaffold	na	na	KN707835.1	<>	na	Primary Assembly	1932	na
decoy20065	unplaced-scaffold	na	na	KN707836.1	<>	na	Primary Assembly	3213	na
decoy20457	unplaced-scaffold	na	na	KN707837.1	<>	na	Primary Assembly	1178	na
decoy20079	unplaced-scaffold	na	na	KN707838.1	<>	na	Primary Assembly	2926	na
decoy01137	unplaced-scaffold	na	na	KN707839.1	<>	na	Primary Assembly	1038	na
decoy00201	unplaced-scaffold	na	na	KN707840.1	<>	na	Primary Assembly	3298	na
decoy00028	unplaced-scaffold	na	na	KN707841.1	<>	na	Primary Assembly	8992	na
decoy20010	unplaced-scaffold	na	na	KN707842.1	<>	na	Primary Assembly	6698	na
decoy20027	unplaced-scaffold	na	na	KN707843.1	<>	na	Primary Assembly	4880	na
decoy20206	unplaced-scaffold	na	na	KN707844.1	<>	na	Primary Assembly	1766	na
decoy00184	unplaced-scaffold	na	na	KN707845.1	<>	na	Primary Assembly	3532	na
decoy20126	unplaced-scaffold	na	na	KN707846.1	<>	na	Primary Assembly	2297	na
decoy20416	unplaced-scaffold	na	na	KN707847.1	<>	na	Primary Assembly	1234	na
decoy20442	unplaced-scaffold	na	na	KN707848.1	<>	na	Primary Assembly	1205	na
decoy20092	unplaced-scaffold	na	na	KN707849.1	<>	na	Primary Assembly	2790	na
decoy30311	unplaced-scaffold	na	na	KN707850.1	<>	na	Primary Assembly	2006	na
decoy00110	unplaced-scaffold	na	na	KN707851.1	<>	na	Primary Assembly	4593	na
decoy00657	unplaced-scaffold	na	na	KN707852.1	<>	na	Primary Assembly	1579	na
decoy20004	unplaced-scaffold	na	na	KN707853.1	<>	na	Primary Assembly	9597	na
decoy00016	unplaced-scaffold	na	na	KN707854.1	<>	na	Primary Assembly	10451	na
decoy20064	unplaced-scaffold	na	na	KN707855.1	<>	na	Primary Assembly	3219	na
decoy00395	unplaced-scaffold	na	na	KN707856.1	<>	na	Primary Assembly	2300	na
decoy00067	unplaced-scaffold	na	na	KN707857.1	<>	na	Primary Assembly	5985	na
decoy00250	unplaced-scaffold	na	na	KN707858.1	<>	na	Primary Assembly	2959	na
decoy20360	unplaced-scaffold	na	na	KN707859.1	<>	na	Primary Assembly	1340	na
decoy30138	unplaced-scaffold	na	na	KN707860.1	<>	na	Primary Assembly	3148	na
decoy30250	unplaced-scaffold	na	na	KN707861.1	<>	na	Primary Assembly	2242	na
decoy30003	unplaced-scaffold	na	na	KN707862.1	<>	na	Primary Assembly	16513	na
decoy30016	unplaced-scaffold	na	na	KN707863.1	<>	na	Primary Assembly	7821	na
decoy00426	unplaced-scaffold	na	na	KN707864.1	<>	na	Primary Assembly	2159	na
decoy20156	unplaced-scaffold	na	na	KN707865.1	<>	na	Primary Assembly	2114	na
decoy00132	unplaced-scaffold	na	na	KN707866.1	<>	na	Primary Assembly	4109	na
decoy00677	unplaced-scaffold	na	na	KN707867.1	<>	na	Primary Assembly	1544	na
decoy01173	unplaced-scaffold	na	na	KN707868.1	<>	na	Primary Assembly	1005	na
decoy00032	unplaced-scaffold	na	na	KN707869.1	<>	na	Primary Assembly	8632	na
decoy01162	unplaced-scaffold	na	na	KN707870.1	<>	na	Primary Assembly	1012	na
decoy30068	unplaced-scaffold	na	na	KN707871.1	<>	na	Primary Assembly	4728	na
decoy30273	unplaced-scaffold	na	na	KN707872.1	<>	na	Primary Assembly	2165	na
decoy00044	unplaced-scaffold	na	na	KN707873.1	<>	na	Primary Assembly	7591	na
decoy00087	unplaced-scaffold	na	na	KN707874.1	<>	na	Primary Assembly	5202	na
decoy00125	unplaced-scaffold	na	na	KN707875.1	<>	na	Primary Assembly	4241	na
decoy30089	unplaced-scaffold	na	na	KN707876.1	<>	na	Primary Assembly	4131	na
decoy30246	unplaced-scaffold	na	na	KN707877.1	<>	na	Primary Assembly	2272	na
decoy30293	unplaced-scaffold	na	na	KN707878.1	<>	na	Primary Assembly	2085	na
decoy30081	unplaced-scaffold	na	na	KN707879.1	<>	na	Primary Assembly	4346	na
decoy00930	unplaced-scaffold	na	na	KN707880.1	<>	na	Primary Assembly	1208	na
decoy30074	unplaced-scaffold	na	na	KN707881.1	<>	na	Primary Assembly	4543	na
decoy30175	unplaced-scaffold	na	na	KN707882.1	<>	na	Primary Assembly	2772	na
decoy30203	unplaced-scaffold	na	na	KN707883.1	<>	na	Primary Assembly	2490	na
decoy30072	unplaced-scaffold	na	na	KN707884.1	<>	na	Primary Assembly	4568	na
decoy20204	unplaced-scaffold	na	na	KN707885.1	<>	na	Primary Assembly	1776	na
decoy30181	unplaced-scaffold	na	na	KN707886.1	<>	na	Primary Assembly	2699	na
decoy30114	unplaced-scaffold	na	na	KN707887.1	<>	na	Primary Assembly	3534	na
decoy30213	unplaced-scaffold	na	na	KN707888.1	<>	na	Primary Assembly	2424	na
decoy20214	unplaced-scaffold	na	na	KN707889.1	<>	na	Primary Assembly	1747	na
decoy20511	unplaced-scaffold	na	na	KN707890.1	<>	na	Primary Assembly	1088	na
decoy20472	unplaced-scaffold	na	na	KN707891.1	<>	na	Primary Assembly	1143	na
decoy30199	unplaced-scaffold	na	na	KN707892.1	<>	na	Primary Assembly	2530	na
decoy00039	unplaced-scaffold	na	na	KN707893.1	<>	na	Primary Assembly	8049	na
decoy20346	unplaced-scaffold	na	na	KN707894.1	<>	na	Primary Assembly	1366	na
decoy30084	unplaced-scaffold	na	na	KN707895.1	<>	na	Primary Assembly	4284	na
decoy30001	unplaced-scaffold	na	na	KN707896.1	<>	na	Primary Assembly	33125	na
decoy30281	unplaced-scaffold	na	na	KN707897.1	<>	na	Primary Assembly	2137	na
decoy30097	unplaced-scaffold	na	na	KN707898.1	<>	na	Primary Assembly	3840	na
decoy30149	unplaced-scaffold	na	na	KN707899.1	<>	na	Primary Assembly	3087	na
decoy30305	unplaced-scaffold	na	na	KN707900.1	<>	na	Primary Assembly	2041	na
decoy30123	unplaced-scaffold	na	na	KN707901.1	<>	na	Primary Assembly	3344	na
decoy30160	unplaced-scaffold	na	na	KN707902.1	<>	na	Primary Assembly	2921	na
decoy30031	unplaced-scaffold	na	na	KN707903.1	<>	na	Primary Assembly	6581	na
decoy30096	unplaced-scaffold	na	na	KN707904.1	<>	na	Primary Assembly	3968	na
decoy00383	unplaced-scaffold	na	na	KN707905.1	<>	na	Primary Assembly	2339	na
decoy00887	unplaced-scaffold	na	na	KN707906.1	<>	na	Primary Assembly	1243	na
decoy00041	unplaced-scaffold	na	na	KN707907.1	<>	na	Primary Assembly	7776	na
decoy00002	unplaced-scaffold	na	na	KN707908.1	<>	na	Primary Assembly	19837	na
decoy00582	unplaced-scaffold	na	na	KN707909.1	<>	na	Primary Assembly	1737	na
decoy01055	unplaced-scaffold	na	na	KN707910.1	<>	na	Primary Assembly	1098	na
decoy00513	unplaced-scaffold	na	na	KN707911.1	<>	na	Primary Assembly	1893	na
decoy00861	unplaced-scaffold	na	na	KN707912.1	<>	na	Primary Assembly	1281	na
decoy00686	unplaced-scaffold	na	na	KN707913.1	<>	na	Primary Assembly	1527	na
decoy20166	unplaced-scaffold	na	na	KN707914.1	<>	na	Primary Assembly	2055	na
decoy20106	unplaced-scaffold	na	na	KN707915.1	<>	na	Primary Assembly	2527	na
decoy20058	unplaced-scaffold	na	na	KN707916.1	<>	na	Primary Assembly	3275	na
decoy00870	unplaced-scaffold	na	na	KN707917.1	<>	na	Primary Assembly	1265	na
decoy00317	unplaced-scaffold	na	na	KN707918.1	<>	na	Primary Assembly	2623	na
decoy00095	unplaced-scaffold	na	na	KN707919.1	<>	na	Primary Assembly	4850	na
decoy20048	unplaced-scaffold	na	na	KN707920.1	<>	na	Primary Assembly	3584	na
decoy20104	unplaced-scaffold	na	na	KN707921.1	<>	na	Primary Assembly	2561	na
decoy00235	unplaced-scaffold	na	na	KN707922.1	<>	na	Primary Assembly	3041	na
decoy00757	unplaced-scaffold	na	na	KN707923.1	<>	na	Primary Assembly	1409	na
decoy00109	unplaced-scaffold	na	na	KN707924.1	<>	na	Primary Assembly	4596	na
decoy00012	unplaced-scaffold	na	na	KN707925.1	<>	na	Primary Assembly	11555	na
decoy20393	unplaced-scaffold	na	na	KN707926.1	<>	na	Primary Assembly	1266	na
decoy01081	unplaced-scaffold	na	na	KN707927.1	<>	na	Primary Assembly	1079	na
decoy01066	unplaced-scaffold	na	na	KN707928.1	<>	na	Primary Assembly	1087	na
decoy00913	unplaced-scaffold	na	na	KN707929.1	<>	na	Primary Assembly	1226	na
decoy01013	unplaced-scaffold	na	na	KN707930.1	<>	na	Primary Assembly	1131	na
decoy10207	unplaced-scaffold	na	na	KN707931.1	<>	na	Primary Assembly	1199	na
decoy01073	unplaced-scaffold	na	na	KN707932.1	<>	na	Primary Assembly	1084	na
decoy20169	unplaced-scaffold	na	na	KN707933.1	<>	na	Primary Assembly	2038	na
decoy20527	unplaced-scaffold	na	na	KN707934.1	<>	na	Primary Assembly	1070	na
decoy00828	unplaced-scaffold	na	na	KN707935.1	<>	na	Primary Assembly	1312	na
decoy00138	unplaced-scaffold	na	na	KN707936.1	<>	na	Primary Assembly	4031	na
decoy00047	unplaced-scaffold	na	na	KN707937.1	<>	na	Primary Assembly	7445	na
decoy00569	unplaced-scaffold	na	na	KN707938.1	<>	na	Primary Assembly	1770	na
decoy00079	unplaced-scaffold	na	na	KN707939.1	<>	na	Primary Assembly	5600	na
decoy00519	unplaced-scaffold	na	na	KN707940.1	<>	na	Primary Assembly	1882	na
decoy20459	unplaced-scaffold	na	na	KN707941.1	<>	na	Primary Assembly	1170	na
decoy20381	unplaced-scaffold	na	na	KN707942.1	<>	na	Primary Assembly	1300	na
decoy00083	unplaced-scaffold	na	na	KN707943.1	<>	na	Primary Assembly	5325	na
decoy00455	unplaced-scaffold	na	na	KN707944.1	<>	na	Primary Assembly	2043	na
decoy01086	unplaced-scaffold	na	na	KN707945.1	<>	na	Primary Assembly	1072	na
decoy30207	unplaced-scaffold	na	na	KN707946.1	<>	na	Primary Assembly	2463	na
decoy10300	unplaced-scaffold	na	na	KN707947.1	<>	na	Primary Assembly	1010	na
decoy20311	unplaced-scaffold	na	na	KN707948.1	<>	na	Primary Assembly	1432	na
decoy00986	unplaced-scaffold	na	na	KN707949.1	<>	na	Primary Assembly	1162	na
decoy01059	unplaced-scaffold	na	na	KN707950.1	<>	na	Primary Assembly	1095	na
decoy01029	unplaced-scaffold	na	na	KN707951.1	<>	na	Primary Assembly	1118	na
decoy00780	unplaced-scaffold	na	na	KN707952.1	<>	na	Primary Assembly	1383	na
decoy00397	unplaced-scaffold	na	na	KN707953.1	<>	na	Primary Assembly	2289	na
decoy00625	unplaced-scaffold	na	na	KN707954.1	<>	na	Primary Assembly	1648	na
decoy00414	unplaced-scaffold	na	na	KN707955.1	<>	na	Primary Assembly	2203	na
decoy10015	unplaced-scaffold	na	na	KN707956.1	<>	na	Primary Assembly	3270	na
decoy00013	unplaced-scaffold	na	na	KN707957.1	<>	na	Primary Assembly	11499	na
decoy20111	unplaced-scaffold	na	na	KN707958.1	<>	na	Primary Assembly	2474	na
decoy20128	unplaced-scaffold	na	na	KN707959.1	<>	na	Primary Assembly	2294	na
decoy00895	unplaced-scaffold	na	na	KN707960.1	<>	na	Primary Assembly	1238	na
decoy20053	unplaced-scaffold	na	na	KN707961.1	<>	na	Primary Assembly	3410	na
decoy00691	unplaced-scaffold	na	na	KN707962.1	<>	na	Primary Assembly	1523	na
decoy20001	unplaced-scaffold	na	na	KN707963.1	<>	na	Primary Assembly	62955	na
decoy30036	unplaced-scaffold	na	na	KN707964.1	<>	na	Primary Assembly	6282	na
decoy00157	unplaced-scaffold	na	na	KN707965.1	<>	na	Primary Assembly	3836	na
decoy00061	unplaced-scaffold	na	na	KN707966.1	<>	na	Primary Assembly	6486	na
decoy00006	unplaced-scaffold	na	na	KN707967.1	<>	na	Primary Assembly	15368	na
decoy00025	unplaced-scaffold	na	na	KN707968.1	<>	na	Primary Assembly	9572	na
decoy00063	unplaced-scaffold	na	na	KN707969.1	<>	na	Primary Assembly	6413	na
